City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
276,Kaitangata,NZ,2022-11-22 21:16:51,-46.2817,169.8464,57.56,56,12,5.68
277,Te Anau,NZ,2022-11-22 21:16:52,-45.4167,167.7167,46.62,92,40,4.09
278,Ardakan,IR,2022-11-22 21:16:52,32.31,54.0175,55.63,24,0,5.01
279,Hoi An,VN,2022-11-22 21:16:52,15.8794,108.335,76.96,92,80,2.51
280,Lata,PT,2022-11-22 21:16:53,40.1629,-8.3327,63.07,95,100,11.86
281,Give,DK,2022-11-22 21:16:53,55.8398,9.25,40.35,100,100,10.36
282,Strezhevoy,RU,2022-11-22 21:16:54,60.7333,77.5889,-13.81,92,58,10.78
283,Nerchinskiy Zavod,RU,2022-11-22 21:16:54,51.3088,119.61,-19.37,100,52,1.14
284,Lalganj,IN,2022-11-22 21:16:54,25.8667,85.1833,60.75,50,1,7.0
285,Bloomfield,US,2022-11-22 21:15:54,40.8068,-74.1854,51.84,39,0,11.5
286,Jinchang,CN,2022-11-22 21:16:55,38.4953,102.1739,38.8,41,100,5.14
287,Scarborough,GB,2022-11-22 21:14:43,54.2797,-0.4044,43.66,90,9,1.01
288,Praia,CV,2022-11-22 21:16:55,14.9215,-23.5087,77.54,73,0,9.22
289,Berlevag,NO,2022-11-22 21:16:56,70.8578,29.0864,30.0,93,0,8.05
290,Grenaa,DK,2022-11-22 21:16:56,56.4158,10.8783,39.94,92,100,25.68
291,Senanga,ZM,2022-11-22 21:16:56,-16.1167,23.2667,74.57,58,62,6.64
292,Severnyy,RU,2022-11-22 21:16:56,50.677,36.5532,30.24,100,100,15.66
293,Huntsville,US,2022-11-22 21:12:00,34.7304,-86.5861,60.42,33,0,0.0
294,Pisco,PE,2022-11-22 21:16:57,-13.7,-76.2167,69.85,73,0,8.05
295,Hithadhoo,MV,2022-11-22 21:16:57,-0.6,73.0833,80.51,77,23,12.06
296,Salinas,US,2022-11-22 21:16:57,36.6777,-121.6555,73.0,36,0,4.61
297,Khonsa,IN,2022-11-22 21:16:58,27.0167,95.5667,55.47,70,0,3.53
298,Hit,IQ,2022-11-22 21:16:58,33.6416,42.8251,66.43,37,100,5.26
299,Rawson,AR,2022-11-22 21:16:58,-43.3002,-65.1023,79.65,32,100,13.27
300,Omboue,GA,2022-11-22 21:16:59,-1.5746,9.2618,77.29,89,53,3.36
301,Solnechnyy,RU,2022-11-22 21:16:59,50.7214,136.6319,9.88,89,24,3.44
302,Kulhudhuffushi,MV,2022-11-22 21:16:59,6.6221,73.07,79.61,76,17,10.31
303,Khon Buri,TH,2022-11-22 21:17:00,14.5254,102.2459,72.66,95,96,2.51
304,Cidreira,BR,2022-11-22 21:17:00,-30.1811,-50.2056,69.24,93,81,2.66
305,Portobelo,PA,2022-11-22 21:17:00,9.55,-79.65,85.1,75,64,7.2
306,Faanui,PF,2022-11-22 21:17:01,-16.4833,-151.75,79.34,77,2,2.64
307,Inta,RU,2022-11-22 21:17:01,66.0317,60.1659,-18.44,97,82,6.76
308,Yumen,CN,2022-11-22 21:17:01,40.2833,97.2,34.77,44,21,17.43
309,Bayir,TR,2022-11-22 21:17:02,37.2687,28.2167,46.92,90,75,4.23
310,West Bay,KY,2022-11-22 21:17:02,19.3667,-81.4167,86.07,74,20,10.36
311,Guerrero Negro,MX,2022-11-22 21:12:04,27.9769,-114.0611,74.77,23,6,3.69
312,Lae,PG,2022-11-22 21:17:02,-6.7221,146.9847,78.26,74,17,4.79
313,Dvinskoy,RU,2022-11-22 21:17:03,62.1535,45.1175,9.93,97,59,3.47
314,Kudat,MY,2022-11-22 21:17:03,6.8837,116.8477,75.13,100,20,0.0
315,Lompoc,US,2022-11-22 21:17:03,34.6391,-120.4579,75.34,30,0,10.36
316,Pathein,MM,2022-11-22 21:17:04,16.7833,94.7333,75.54,90,2,6.93
317,Port Augusta,AU,2022-11-22 21:17:04,-32.5,137.7667,58.1,72,2,7.31
318,Hays,US,2022-11-22 21:17:04,30.0502,-98.0336,54.82,87,98,3.56
319,Zadar,HR,2022-11-22 21:17:30,44.1197,15.2422,47.01,100,75,9.22
320,Severnyy-Kospashskiy,RU,2022-11-22 21:18:09,59.0925,57.8008,3.96,99,90,2.64
321,Tura,IN,2022-11-22 21:18:09,25.5198,90.2201,58.89,81,1,3.83
322,Fort-Shevchenko,KZ,2022-11-22 21:18:10,44.5086,50.263,54.88,66,100,13.56
323,Khani,GE,2022-11-22 21:18:10,41.9563,42.9566,42.37,59,46,5.79
324,Anadyr,RU,2022-11-22 21:18:10,64.75,177.4833,-16.1,76,0,8.95
325,Hidalgotitlan,MX,2022-11-22 21:18:11,17.7833,-94.6333,71.62,86,85,9.75
326,Peleduy,RU,2022-11-22 21:18:11,59.6289,112.7406,-24.81,100,92,0.27
327,Diego De Almagro,CL,2022-11-22 21:18:11,-26.3667,-70.05,79.21,13,0,10.45
328,Podolinec,SK,2022-11-22 21:18:12,49.2587,20.536,35.91,97,100,5.1
329,Tuatapere,NZ,2022-11-22 21:18:12,-46.1333,167.6833,55.06,56,26,6.17
330,Luwuk,ID,2022-11-22 21:18:12,-0.9516,122.7875,78.37,81,100,3.02
331,Cherskiy,RU,2022-11-22 21:18:13,68.75,161.3,-38.74,100,43,1.43
332,Bac Lieu,VN,2022-11-22 21:18:13,9.285,105.7244,76.75,91,100,6.08
333,Trimbak,IN,2022-11-22 21:18:13,19.9333,73.55,59.86,39,17,6.58
334,Omsukchan,RU,2022-11-22 21:18:14,62.5333,155.8,-13.86,94,100,7.29
335,Iralaya,HN,2022-11-22 21:18:14,15.0,-83.2333,79.88,83,99,10.02
336,Damietta,EG,2022-11-22 21:18:14,31.4165,31.8133,68.2,70,0,6.6
337,Athabasca,CA,2022-11-22 21:15:54,54.7169,-113.2854,45.01,75,97,5.35
338,Stykkisholmur,IS,2022-11-22 21:18:15,65.0757,-22.7297,35.94,73,32,10.31
339,Emba,KZ,2022-11-22 21:18:15,48.8264,58.1442,35.46,98,100,11.1
340,Garissa,KE,2022-11-22 21:18:15,-0.4536,39.6401,79.38,74,95,9.31
341,Benguela,AO,2022-11-22 21:18:16,-12.5763,13.4055,77.95,82,85,5.23
342,General Pico,AR,2022-11-22 21:18:16,-35.6566,-63.7568,81.68,17,11,6.49
343,Beringovskiy,RU,2022-11-22 21:18:16,63.05,179.3167,-9.99,97,7,11.07
344,Sao Filipe,CV,2022-11-22 21:18:17,14.8961,-24.4956,80.11,55,18,14.97
345,Pangnirtung,CA,2022-11-22 21:18:17,66.1451,-65.7125,5.0,56,20,4.61
346,Cayenne,GF,2022-11-22 21:14:03,4.9333,-52.3333,80.64,74,0,6.91
347,Acapulco,MX,2022-11-22 21:17:53,16.8634,-99.8901,85.82,74,40,8.05
348,Okato,NZ,2022-11-22 21:18:18,-39.2,173.8833,63.52,83,82,19.69
349,Carnarvon,AU,2022-11-22 21:18:18,-24.8667,113.6333,70.16,79,31,11.48
350,Natal,BR,2022-11-22 21:18:18,-5.795,-35.2094,79.45,69,40,12.66
351,Lasa,IT,2022-11-22 21:18:19,46.6166,10.7002,38.28,92,100,8.14
352,Aswan,EG,2022-11-22 21:18:19,24.0934,32.907,74.68,34,61,14.32
353,Nouadhibou,MR,2022-11-22 21:18:19,20.931,-17.0347,73.38,49,0,17.27
354,Rock Sound,BS,2022-11-22 21:18:20,24.9,-76.2,80.38,78,91,14.83
355,Balkanabat,TM,2022-11-22 21:18:20,39.5108,54.3671,65.98,27,100,6.93
356,Trincomalee,LK,2022-11-22 21:18:20,8.5711,81.2335,75.88,86,92,11.05
357,Laguna,US,2022-11-22 21:18:21,38.421,-121.4238,65.08,41,0,4.61
358,La Peca,PE,2022-11-22 21:18:21,-5.6111,-78.435,90.88,32,23,5.23
359,Strandby,DK,2022-11-22 21:18:21,57.4915,10.4961,39.54,96,100,25.21
360,Flinders,AU,2022-11-22 21:18:22,-34.5833,150.8552,66.06,59,4,8.99
361,Antalaha,MG,2022-11-22 21:18:22,-14.9003,50.2788,70.45,92,100,7.25
362,Coquimbo,CL,2022-11-22 21:19:22,-29.9533,-71.3436,64.13,72,20,11.5
363,Dryden,CA,2022-11-22 21:18:56,49.7833,-92.7503,26.89,86,100,9.22
364,Lorengau,PG,2022-11-22 21:19:23,-2.0226,147.2712,82.31,76,100,7.87
365,Aksarka,RU,2022-11-22 21:19:23,66.5606,67.7975,-9.87,91,86,9.1
366,Maningrida,AU,2022-11-22 21:19:24,-12.0667,134.2667,78.33,76,96,4.54
367,Sao Jose Do Belmonte,BR,2022-11-22 21:19:24,-7.8614,-38.7597,85.64,23,0,5.1
368,Valdivia,CL,2022-11-22 21:19:24,-39.8142,-73.2459,68.09,67,25,7.65
369,Puerto Ayacucho,VE,2022-11-22 21:19:25,5.6639,-67.6236,84.07,74,98,3.22
370,Zarinsk,RU,2022-11-22 21:19:25,53.7074,84.9493,14.85,90,100,14.32
371,Maxixe,MZ,2022-11-22 21:19:25,-23.8597,35.3472,74.17,68,34,11.59
372,Dumai,ID,2022-11-22 21:19:26,1.6833,101.45,73.02,98,66,2.68
373,Riyadh,SA,2022-11-22 21:19:26,24.6877,46.7219,57.34,25,0,4.29
374,Miramar,US,2022-11-22 21:19:26,25.9873,-80.2323,85.01,76,20,9.22
375,Atasu,KZ,2022-11-22 21:19:26,48.6814,71.6433,17.15,97,92,1.14
376,Mantua,IT,2022-11-22 21:19:27,45.1667,10.7833,49.15,89,100,7.0
377,Nushki,PK,2022-11-22 21:19:27,29.5542,66.0215,49.62,34,3,0.87
378,Malanje,AO,2022-11-22 21:19:27,-9.5402,16.341,64.71,96,100,2.77
379,Barcelos,PT,2022-11-22 21:19:28,41.5388,-8.6151,62.92,96,100,16.87
380,Marzuq,YE,2022-11-22 21:19:28,14.4,46.4667,62.96,53,0,1.83
381,Imeni Poliny Osipenko,RU,2022-11-22 21:19:28,52.4201,136.4853,8.62,94,18,7.49
382,Suntar,RU,2022-11-22 21:19:29,62.1444,117.6319,-21.86,100,92,3.27
383,Cozumel,MX,2022-11-22 21:16:36,20.5083,-86.9458,85.06,74,75,8.05
384,Hokitika,NZ,2022-11-22 21:19:29,-42.7167,170.9667,55.81,78,4,11.36
385,Vanavara,RU,2022-11-22 21:19:29,60.34,102.2797,-8.07,89,100,8.19
386,Cartagena,CO,2022-11-22 21:14:40,10.3997,-75.5144,85.62,74,75,8.05
387,Nizwa,OM,2022-11-22 21:19:30,22.9333,57.5333,69.26,63,52,2.64
388,Abha,SA,2022-11-22 21:19:30,18.2164,42.5053,57.02,54,0,0.0
389,Sembabule,UG,2022-11-22 21:19:30,-0.0772,31.4567,62.96,95,100,6.13
390,Quchan,IR,2022-11-22 21:19:31,37.106,58.5095,46.11,44,1,3.91
391,Senneterre,CA,2022-11-22 21:19:31,48.3835,-77.2328,23.45,85,100,9.75
392,Severo-Kurilsk,RU,2022-11-22 21:19:31,50.6789,156.125,34.93,70,80,26.42
393,Amarpur,IN,2022-11-22 21:19:32,25.0333,86.9,61.93,60,1,4.81
394,Edson,CA,2022-11-22 21:19:32,53.5835,-116.4356,39.34,65,40,2.3
395,Casablanca,MA,2022-11-22 21:15:49,33.5928,-7.6192,66.33,88,33,4.0
396,Darnah,LY,2022-11-22 21:19:32,32.767,22.6367,64.0,58,2,14.43
397,Saint Anthony,US,2022-11-22 21:16:31,45.0205,-93.218,39.13,60,0,4.61
398,Chapais,CA,2022-11-22 21:19:33,49.7834,-74.8492,19.18,89,100,10.96
399,Constitucion,CL,2022-11-22 21:15:57,-35.3333,-72.4167,68.92,63,44,18.28
400,Puerto Colombia,CO,2022-11-22 21:19:33,10.9878,-74.9547,84.29,76,26,10.78
401,Fredericksburg,US,2022-11-22 21:19:34,38.3032,-77.4605,60.12,30,0,6.91
402,Pyapon,MM,2022-11-22 21:19:34,16.2833,95.6833,73.69,91,53,6.53
403,Kedougou,SN,2022-11-22 21:19:34,12.5579,-12.1743,81.18,41,0,2.3
404,Santa Lucia,ES,2022-11-22 21:15:22,27.9117,-15.5407,63.72,60,75,14.97
405,Esperance,AU,2022-11-22 21:19:35,-33.8667,121.9,59.45,61,97,15.28
406,Watsa,CD,2022-11-22 21:19:35,3.0372,29.5355,62.83,98,98,1.99
407,Amahai,ID,2022-11-22 21:19:35,-3.3333,128.9167,78.87,84,100,3.74
408,Namatanai,PG,2022-11-22 21:19:36,-3.6667,152.4333,80.8,78,98,7.85
409,The Pas,CA,2022-11-22 21:19:36,53.8251,-101.2541,28.42,86,0,5.75
410,Nishihara,JP,2022-11-22 21:20:36,26.1842,127.7558,72.68,92,75,8.05
411,Hihya,EG,2022-11-22 21:20:37,30.6713,31.588,62.64,75,0,5.61
412,Marsa Matruh,EG,2022-11-22 21:20:37,31.3525,27.2453,65.37,65,0,0.65
413,Mbandaka,CD,2022-11-22 21:20:37,0.0487,18.2603,70.52,96,70,2.93
414,Macherla,IN,2022-11-22 21:20:37,16.4833,79.4333,72.25,91,100,3.62
415,Mao,ES,2022-11-22 21:20:38,39.8885,4.2658,59.56,63,40,8.05
416,Zhuhai,CN,2022-11-22 21:20:38,22.2769,113.5678,74.98,94,40,9.22
417,Matiri,TZ,2022-11-22 21:20:39,-10.75,34.9,66.18,68,44,4.05
418,Machiques,VE,2022-11-22 21:20:39,10.0644,-72.545,82.9,78,42,6.4
419,Van Buren,US,2022-11-22 21:20:39,35.4368,-94.3483,63.36,46,0,3.0
420,Urengoy,RU,2022-11-22 21:20:40,65.9667,78.3667,-24.47,98,46,7.27
421,Waipawa,NZ,2022-11-22 21:20:40,-41.4122,175.5153,56.8,72,98,8.21
422,Sakhon Nakhon,TH,2022-11-22 21:20:40,17.1612,104.1472,72.59,86,99,3.56
423,Beloha,MG,2022-11-22 21:20:41,-25.1667,45.05,66.33,67,0,12.53
424,Birjand,IR,2022-11-22 21:20:41,32.8663,59.2211,32.47,27,0,6.91
425,Verkhnyaya Inta,RU,2022-11-22 21:20:42,65.9811,60.3094,-17.27,95,81,5.75
426,Kurchum,KZ,2022-11-22 21:20:42,48.5722,83.6542,30.85,96,100,4.9
427,Gijon,ES,2022-11-22 21:20:10,43.5357,-5.6615,59.81,91,100,3.0
428,Alofi,NU,2022-11-22 21:20:42,-19.0595,-169.9187,80.49,78,75,12.66
429,Takapau,NZ,2022-11-22 21:20:43,-40.0333,176.35,56.73,64,100,19.37
430,Luanda,AO,2022-11-22 21:20:17,-8.8368,13.2343,78.8,83,20,4.61
431,Raudeberg,NO,2022-11-22 21:20:43,61.9875,5.1352,39.87,47,3,17.6
432,Matara,LK,2022-11-22 21:20:43,5.9485,80.5353,74.5,88,6,7.02
433,Trairi,BR,2022-11-22 21:16:37,-3.2778,-39.2689,79.68,71,11,14.88
434,Deputatskiy,RU,2022-11-22 21:20:44,69.3,139.9,-33.3,100,70,0.96
435,Maniitsoq,GL,2022-11-22 21:18:12,65.4167,-52.9,19.74,82,100,17.67
436,Ostersund,SE,2022-11-22 21:20:44,63.1792,14.6357,28.85,100,75,10.36
437,Mehamn,NO,2022-11-22 21:20:44,71.0357,27.8492,26.55,93,0,9.22
438,Colac,AU,2022-11-22 21:20:45,-38.3333,143.5833,52.18,87,99,8.59
439,Palana,RU,2022-11-22 21:20:45,59.1167,159.9667,24.1,81,100,8.52
440,Vilyuysk,RU,2022-11-22 21:20:45,63.7553,121.6247,-13.13,97,100,0.85
441,Aasiaat,GL,2022-11-22 21:20:45,68.7098,-52.8699,12.61,97,98,4.61
442,Obo,CF,2022-11-22 21:20:46,5.3998,26.4869,72.59,77,100,7.02
443,Ulcinj,ME,2022-11-22 21:20:46,41.9294,19.2244,58.98,63,100,19.91
444,Rocha,UY,2022-11-22 21:17:26,-34.4833,-54.3333,62.74,73,77,10.89
445,Hanamaki,JP,2022-11-22 21:20:46,39.3833,141.1167,38.88,76,100,1.77
446,Zyryanovsk,KZ,2022-11-22 21:20:47,49.7386,84.2719,24.94,98,100,1.54
447,Nemuro,JP,2022-11-22 21:20:47,43.3236,145.575,37.94,60,7,7.47
448,Yarada,IN,2022-11-22 21:20:47,17.65,83.2667,75.52,100,20,2.3
449,Bilma,NE,2022-11-22 21:20:48,18.6853,12.9164,70.75,15,58,7.38
450,Ballina,AU,2022-11-22 21:20:48,-28.8667,153.5667,67.01,72,100,5.44
451,Udachnyy,RU,2022-11-22 21:20:48,66.4167,112.4,-11.43,98,100,3.76
452,Porosozero,RU,2022-11-22 21:20:49,62.7191,32.727,16.97,95,95,5.19
453,Westport,US,2022-11-22 21:19:31,41.1415,-73.3579,49.93,48,0,9.22
454,Alta Floresta,BR,2022-11-22 21:20:49,-9.8756,-56.0861,78.13,87,55,2.06
455,Breyten,ZA,2022-11-22 21:20:49,-26.3018,29.987,56.34,91,100,4.92
456,Akdepe,TM,2022-11-22 21:20:50,42.0551,59.3788,44.69,56,100,9.64
457,Henties Bay,NA,2022-11-22 21:20:50,-22.116,14.2845,61.66,80,0,8.55
458,Damavand,IR,2022-11-22 21:21:50,35.7178,52.065,41.88,17,57,2.98
459,Fairbanks,US,2022-11-22 21:21:04,64.8378,-147.7164,19.22,88,100,0.0
460,Hualmay,PE,2022-11-22 21:21:51,-11.0964,-77.6139,68.9,77,14,7.96
461,Meadow Lake,US,2022-11-22 21:21:51,34.8014,-106.5436,54.43,23,100,3.0
462,Bulgan,MN,2022-11-22 21:21:51,48.8125,103.5347,12.22,96,83,2.28
463,Olafsvik,IS,2022-11-22 21:21:51,64.8945,-23.7142,39.43,73,25,14.16
464,Chicama,PE,2022-11-22 21:21:52,-7.8447,-79.1469,64.94,59,9,9.31
465,Palmer,US,2022-11-22 21:21:52,42.1584,-72.3287,46.06,46,40,9.22
466,Sa Kaeo,TH,2022-11-22 21:21:52,13.75,102.3333,74.52,93,100,7.27
467,Odessa,UA,2022-11-22 21:21:53,46.4775,30.7326,42.76,71,5,7.58
468,Indiana,US,2022-11-22 21:21:09,40.0003,-86.2503,55.58,32,0,14.97
469,Kant,IN,2022-11-22 21:21:53,27.8,79.8,60.91,43,1,6.06
470,Jamiltepec,MX,2022-11-22 21:21:53,16.2833,-97.8167,85.01,49,1,6.73
471,Indian Head,US,2022-11-22 21:21:54,38.6001,-77.1622,58.26,28,0,4.61
472,Klyuchi,RU,2022-11-22 21:21:54,52.2667,79.1667,14.16,90,100,12.68
473,Nanortalik,GL,2022-11-22 21:21:54,60.1432,-45.2371,30.76,82,100,3.2
474,Thunder Bay,CA,2022-11-22 21:21:55,48.4001,-89.3168,30.18,74,100,4.61
475,Antofagasta,CL,2022-11-22 21:17:17,-23.65,-70.4,66.72,70,19,5.68
476,Skibbereen,IE,2022-11-22 21:17:44,51.55,-9.2667,50.11,82,71,17.36
477,Vila Velha,BR,2022-11-22 21:18:23,-20.3297,-40.2925,76.95,85,40,8.05
478,Harper,LR,2022-11-22 21:21:56,4.375,-7.7169,78.57,84,54,8.52
479,Carndonagh,IE,2022-11-22 21:21:56,55.25,-7.2667,39.76,90,11,5.97
480,Rabo De Peixe,PT,2022-11-22 21:21:56,37.8,-25.5833,63.28,96,20,10.36
481,Alagir,RU,2022-11-22 21:21:57,43.0422,44.2222,34.34,47,7,5.48
482,Lazaro Cardenas,MX,2022-11-22 21:21:57,17.9583,-102.2,83.79,66,0,8.55
483,Aykhal,RU,2022-11-22 21:21:57,66.0,111.5,-9.2,99,100,4.83
484,Myrtle Beach,US,2022-11-22 21:17:34,33.6891,-78.8867,63.1,66,99,5.19
485,Phalaborwa,ZA,2022-11-22 21:21:58,-23.943,31.1411,76.68,47,56,3.36
486,Cardston,CA,2022-11-22 21:21:58,49.2,-113.3019,42.89,49,100,4.61
487,Brae,GB,2022-11-22 21:21:58,60.3964,-1.353,44.29,83,100,35.93
488,Husavik,IS,2022-11-22 21:21:59,66.0449,-17.3389,34.38,84,51,7.87
489,Gigmoto,PH,2022-11-22 21:21:59,13.7796,124.39,80.28,88,100,9.35
490,Salme,NP,2022-11-22 21:21:59,28.0369,85.0942,44.89,34,0,5.93
491,Manado,ID,2022-11-22 21:22:00,1.487,124.8455,77.77,94,40,1.14
492,Nizhnevartovsk,RU,2022-11-22 21:22:00,60.9344,76.5531,-19.98,69,0,8.99
493,Calabozo,VE,2022-11-22 21:22:00,8.9242,-67.4293,83.34,64,96,3.69
494,Masallatah,LY,2022-11-22 21:22:01,32.6167,14.0,63.16,36,100,17.69
495,Salinopolis,BR,2022-11-22 21:17:46,-0.6136,-47.3561,81.37,77,63,11.92
496,Bodden Town,KY,2022-11-22 21:22:01,19.2833,-81.25,86.0,70,20,10.36
497,Yuksekova,TR,2022-11-22 21:22:01,37.5736,44.2872,42.55,36,75,9.22
498,Thai Binh,VN,2022-11-22 21:22:01,20.45,106.3333,76.23,77,99,5.06
499,Olga,RU,2022-11-22 21:22:02,43.7444,135.2892,26.47,55,76,3.36
500,Wanning,CN,2022-11-22 21:22:02,18.8003,110.3967,75.78,92,76,2.19
501,Maumere,ID,2022-11-22 21:22:02,-8.6199,122.2111,80.42,77,100,1.14
502,San Jose,US,2022-11-22 21:17:34,37.3394,-121.895,70.68,35,75,10.36
503,Bar Harbor,US,2022-11-22 21:22:03,44.3876,-68.2039,39.02,50,0,5.01
504,Fengrun,CN,2022-11-22 21:22:03,39.8333,118.1167,39.31,80,0,4.34
505,Gao,ML,2022-11-22 21:22:04,16.6362,1.637,77.7,14,100,10.38
506,Pamanukan,ID,2022-11-22 21:23:04,-6.2842,107.8106,79.02,81,100,2.44
507,Havre,FR,2022-11-22 21:23:04,49.5833,0.3333,49.77,81,75,17.27
508,Vilhena,BR,2022-11-22 21:23:05,-12.7406,-60.1458,75.42,78,75,5.75
509,Bulungu,CD,2022-11-22 21:23:05,-4.55,18.6,69.17,98,93,0.45
510,Cherepovets,RU,2022-11-22 21:23:05,59.1333,37.9,22.82,86,100,8.95
511,Mount Isa,AU,2022-11-22 21:23:06,-20.7333,139.5,74.97,19,88,8.05
512,Utevka,RU,2022-11-22 21:23:06,52.9035,50.9495,26.44,87,89,9.42
513,Correia Pinto,BR,2022-11-22 21:23:06,-27.5847,-50.3611,65.39,98,82,1.77
514,Wajima,JP,2022-11-22 21:19:00,37.4,136.9,55.2,71,100,16.6
515,Belyy Yar,RU,2022-11-22 21:23:07,53.6039,91.3903,30.09,78,0,20.13
516,El Tigre,VE,2022-11-22 21:23:07,8.8875,-64.2454,80.31,67,99,8.03
517,Paita,PE,2022-11-22 21:23:07,-5.0892,-81.1144,69.03,74,22,13.11
518,Lagunas,PE,2022-11-22 21:23:08,-5.2269,-75.6753,84.54,71,100,3.11
519,Chumikan,RU,2022-11-22 21:23:08,54.7183,135.315,7.16,80,17,22.03
520,Linqing,CN,2022-11-22 21:23:08,36.8456,115.7117,43.68,73,0,5.28
521,Ranfurly,NZ,2022-11-22 21:23:09,-45.1333,170.1,60.1,47,0,9.08
522,Kandrian,PG,2022-11-22 21:23:09,-6.2167,149.55,79.12,83,46,5.59
523,Zhigansk,RU,2022-11-22 21:23:09,66.7697,123.3711,-30.14,100,100,1.16
524,Sumbe,AO,2022-11-22 21:23:10,-11.2061,13.8437,77.22,89,53,5.32
525,Camana,PE,2022-11-22 21:23:10,-16.6228,-72.7111,69.08,75,100,4.14
526,Roald,NO,2022-11-22 21:23:10,62.5833,6.1333,39.34,45,0,16.11
527,Puerto Escondido,MX,2022-11-22 21:23:11,15.85,-97.0667,86.83,54,40,6.91
528,Sussex,US,2022-11-22 21:23:11,41.1834,-74.6663,48.33,45,0,8.05
529,Santa Cruz,BO,2022-11-22 21:23:11,-17.8,-63.1667,89.65,33,75,16.11
530,Pedro Ii,BR,2022-11-22 21:23:12,-4.4247,-41.4586,85.77,29,48,5.59
531,Bielsk Podlaski,PL,2022-11-22 21:23:12,52.7651,23.1865,28.26,95,56,4.76
532,Pangai,TO,2022-11-22 21:23:12,-19.8,-174.35,84.31,65,20,12.66
533,Kara-Tyube,RU,2022-11-22 21:23:13,44.6336,45.4369,54.5,83,100,6.91
534,Yurimaguas,PE,2022-11-22 21:23:13,-5.9,-76.0833,77.16,78,100,3.44
535,Boa Vista,BR,2022-11-22 21:18:55,2.8197,-60.6733,87.78,55,40,6.91
536,Riwaka,NZ,2022-11-22 21:23:13,-41.0833,173.0,63.73,44,44,8.19
537,Sabha,LY,2022-11-22 21:23:14,27.0377,14.4283,56.64,25,1,6.73
538,Broken Hill,AU,2022-11-22 21:23:14,-31.95,141.4333,57.25,64,0,10.94
539,Kindu,CD,2022-11-22 21:23:14,-2.95,25.95,66.96,99,100,1.95
540,Bereda,ES,2022-11-22 21:23:15,43.2686,-7.5406,61.41,100,100,12.8
541,Kenora,CA,2022-11-22 21:19:15,49.8167,-94.4337,27.57,86,100,6.91
542,Vanimo,PG,2022-11-22 21:23:15,-2.6741,141.3028,77.97,88,99,3.67
543,Tortoli,IT,2022-11-22 21:23:15,39.9256,9.6572,57.02,38,0,12.66
544,Yuncheng,CN,2022-11-22 21:23:15,35.0231,110.9928,43.72,88,2,2.1
545,Campagna,IT,2022-11-22 21:23:16,40.6653,15.1059,50.85,92,100,21.74
546,Sao Joao Da Barra,BR,2022-11-22 21:22:22,-21.6403,-41.0511,77.09,83,90,14.94
547,Loubomo,CG,2022-11-22 21:23:16,-4.1997,12.6739,72.57,94,23,1.92
548,Marystown,CA,2022-11-22 21:23:17,47.1666,-55.1483,34.39,70,46,28.83
549,Mogadishu,SO,2022-11-22 21:23:17,2.0371,45.3438,80.24,81,75,15.95
550,Douentza,ML,2022-11-22 21:23:17,14.9951,-2.9517,77.45,13,98,4.83
551,Kajaani,FI,2022-11-22 21:23:18,64.2273,27.7285,14.05,85,100,5.75
552,Ohara,JP,2022-11-22 21:23:18,35.25,140.3833,60.1,79,100,16.4
553,Mitu,CO,2022-11-22 21:23:18,1.1983,-70.1733,79.61,94,74,2.06
554,Mocuba,MZ,2022-11-22 21:24:19,-16.8392,36.9856,74.98,75,86,4.94
